Area Type,Area,NAICS,NAICS Title,Year,Establishments,Average Employment,Total Wage,Annual Average Salary                                                                                                                                                  
Labor Market Area,New York City Region,811,Repair and Maintenance,2001,3785,16244,$438950716,$27022
Labor Market Area,New York City Region,812,Personal and Laundry Services,2001,7597,40911,$981767821,$23998
Labor Market Area,New York City Region,813,Membership Organizations & Associations,2001,5031,61063,$2411721626,$39496
Labor Market Area,New York City Region,814,Private Households,2001,10893,16330,$295349062,$18086
Labor Market Area,New York City Region,953,Local Government,2001,111,442264,$20217524059,$45714
Labor Market Area,New York City Region,99,Unclassified,2001,7822,11676,$352365736,$30179
Labor Market Area,New York City Region,0,"Total, All Industries",2001,213672,3561914,$217436653790,$61045
Labor Market Area,New York City Region,1,"Total, All Private",2001,213300,3015861,$192003506518,$63665
Labor Market Area,New York City Region,95,"Total, All Government",2001,372,546053,$25433147272,$46576
Labor Market Area,New York City Region,951,Federal Government,2001,142,61386,$3116232079,$50765
Labor Market Area,New York City Region,952,State Government,2001,119,42403,$2099391134,$49510
Labor Market Area,New York City Region,11,"Agriculture, Forestry, Fishing & Hunting",2000,45,195,$6477871,$33220
Labor Market Area,New York City Region,111,Crop Production,2000,15,65,$1589860,$24459
Labor Market Area,New York City Region,112,Animal Production,2000,14,29,$484472,$16706
Labor Market Area,New York City Region,115,Agriculture & Forestry Support Activity,2000,13,95,$3209381,$33783
Labor Market Area,New York City Region,21,Mining,2000,19,105,$12700870,$120961
Labor Market Area,New York City Region,211,Oil and Gas Extraction,2000,5,19,$2196692,$115615
Labor Market Area,New York City Region,212,Mining (except Oil and Gas),2000,8,61,$8826407,$144695
Labor Market Area,New York City Region,213,Support Activities for Mining,2000,6,25,$1677771,$67111
Labor Market Area,New York City Region,22,Utilities,2000,49,14490,$1106388476,$76355
Labor Market Area,New York City Region,221,Utilities,2000,49,14490,$1106388476,$76355
Labor Market Area,New York City Region,23,Construction,2000,10875,117189,$6112534411,$52160
Labor Market Area,New York City Region,236,Construction of Buildings,2000,3568,29075,$1518052137,$52212
Labor Market Area,New York City Region,237,Heavy and Civil Engineering Construction,2000,372,7215,$445085684,$61689
Labor Market Area,New York City Region,238,Specialty Trade Contractors,2000,6936,80899,$4149396590,$51291
Labor Market Area,New York City Region,31,Manufacturing,2000,9919,172266,$6152345635,$35714
Labor Market Area,New York City Region,311,Food Manufacturing,2000,962,15365,$460543622,$29974
Labor Market Area,New York City Region,312,Beverage & Tobacco Product Manufacturing,2000,34,1374,$85674443,$62354
Labor Market Area,New York City Region,313,Textile Mills,2000,540,6742,$416014316,$61705
Labor Market Area,New York City Region,314,Textile Product Mills,2000,208,2774,$87555597,$31563
Labor Market Area,New York City Region,315,Apparel Manufacturing,2000,3243,57178,$1585893019,$27736
Labor Market Area,New York City Region,316,Leather and Allied Product Manufacturing,2000,107,1604,$44984617,$28045
Labor Market Area,New York City Region,321,Wood Product Manufacturing,2000,96,1457,$62630182,$42986
Labor Market Area,New York City Region,322,Paper Manufacturing,2000,117,4561,$177918480,$39009
Labor Market Area,New York City Region,323,Printing and Related Support Activities,2000,1096,15889,$779215052,$49041
Labor Market Area,New York City Region,324,Petroleum & Coal Products Manufacturing,2000,4,52,$3428572,$65934
Labor Market Area,New York City Region,325,Chemical Manufacturing,2000,155,6044,$303968124,$50293
Labor Market Area,New York City Region,326,Plastics & Rubber Products Manufacturing,2000,133,3424,$94376658,$27563
Labor Market Area,New York City Region,327,Nonmetallic Mineral Product Mfg,2000,145,2274,$84933210,$37350
Labor Market Area,New York City Region,331,Primary Metal Manufacturing,2000,50,627,$27904655,$44505
Labor Market Area,New York City Region,332,Fabricated Metal Product Manufacturing,2000,536,10145,$334974757,$33019
Labor Market Area,New York City Region,333,Machinery Manufacturing,2000,197,3539,$125209157,$35380
Labor Market Area,New York City Region,334,Computer and Electronic Product Mfg,2000,175,4794,$259418265,$54113
Labor Market Area,New York City Region,335,Electrical Equipment and Appliances,2000,103,4322,$179753009,$41590
Labor Market Area,New York City Region,336,Transportation Equipment Manufacturing,2000,76,2416,$101345696,$41948
Labor Market Area,New York City Region,337,Furniture and Related Product Mfg,2000,507,5966,$176569860,$29596
Labor Market Area,New York City Region,339,Miscellaneous Manufacturing,2000,1437,21720,$760034344,$34992
Labor Market Area,New York City Region,42,Wholesale Trade,2000,17880,150948,$8821889678,$58443
Labor Market Area,New York City Region,423,"Merchant Wholesalers, Durable Goods",2000,7210,64117,$3741120964,$58348
Labor Market Area,New York City Region,424,"Merchant Wholesalers, Nondurable Goods",2000,7862,76180,$4412537508,$57923
Labor Market Area,New York City Region,425,Electronic Markets and Agents/Brokers,2000,2808,10651,$668231206,$62739
Labor Market Area,New York City Region,44,Retail Trade,2000,29510,274300,$7607501368,$27734
Labor Market Area,New York City Region,441,Motor Vehicle and Parts Dealers,2000,939,11460,$481955910,$42055
Labor Market Area,New York City Region,442,Furniture and Home Furnishings Stores,2000,1539,12350,$406068460,$32880
Labor Market Area,New York City Region,443,Electronics and Appliance Stores,2000,1349,12340,$518902672,$42050
Labor Market Area,New York City Region,444,Building Material & Garden Supply Stores,2000,1147,11340,$336885254,$29708
Labor Market Area,New York City Region,445,Food and Beverage Stores,2000,7673,58203,$1108742642,$19050
Labor Market Area,New York City Region,446,Health and Personal Care Stores,2000,2832,28109,$807244539,$28718
Labor Market Area,New York City Region,447,Gasoline Stations,2000,855,3801,$63141151,$16612
Labor Market Area,New York City Region,448,Clothing and Clothing Accessories Stores,2000,5928,60938,$1757191370,$28836
Labor Market Area,New York City Region,451,Sporting Goods/Hobby/Book/Music Stores,2000,1774,15684,$328063166,$20917
Labor Market Area,New York City Region,452,General Merchandise Stores,2000,1042,31177,$633457051,$20318
Labor Market Area,New York City Region,453,Miscellaneous Store Retailers,2000,3573,18719,$591449800,$31596
Labor Market Area,New York City Region,454,Nonstore Retailers,2000,862,10180,$574399353,$56424
Labor Market Area,New York City Region,48,Transportation and Warehousing,2000,4733,114292,$4420192879,$38675
Labor Market Area,New York City Region,481,Air Transportation,2000,191,31412,$1681921476,$53544
Labor Market Area,New York City Region,483,Water Transportation,2000,49,2269,$131056405,$57760
Labor Market Area,New York City Region,484,Truck Transportation,2000,1064,10074,$343453261,$34093
Labor Market Area,New York City Region,485,Transit and Ground Passenger Transport,2000,1387,23517,$677159064,$28794
Labor Market Area,New York City Region,487,Scenic and Sightseeing Transportation,2000,57,1201,$30569578,$25453
Labor Market Area,New York City Region,488,Support Activities for Transportation,2000,1199,18467,$704912357,$38171
Labor Market Area,New York City Region,492,Couriers and Messengers,2000,619,23524,$700339973,$29771
Labor Market Area,New York City Region,493,Warehousing and Storage,2000,162,3800,$149270912,$39282
Labor Market Area,New York City Region,51,Information,2000,6372,189181,$14221247347,$75173
Labor Market Area,New York City Region,511,Publishing Industries,2000,1341,59451,$4900713516,$82433
Labor Market Area,New York City Region,512,Motion Picture & Sound Recording Ind,2000,2526,39037,$2777991633,$71163
Labor Market Area,New York City Region,515,Broadcasting (except Internet),2000,187,26223,$2220165900,$84665
Labor Market Area,New York City Region,516,Internet Publishing and Broadcasting,2000,190,4408,$332938764,$75531
Labor Market Area,New York City Region,517,Telecommunications,2000,779,34788,$2456812935,$70622
Labor Market Area,New York City Region,518,"ISPs, Search Portals, & Data Processing",2000,1120,15241,$1165395096,$76464
Labor Market Area,New York City Region,519,Other Information Services,2000,230,10034,$367229503,$36599
Labor Market Area,New York City Region,52,Finance and Insurance,2000,9796,360365,$62831513362,$174355
Labor Market Area,New York City Region,522,Credit Intermediation & Related Activity,2000,2225,100045,$10587969289,$105832
Labor Market Area,New York City Region,523,Financial Investment & Related Activity,2000,4399,190366,$46105356576,$242193
Labor Market Area,New York City Region,524,Insurance Carriers & Related Activities,2000,2988,59923,$5304193759,$88517
Labor Market Area,New York City Region,525,"Funds, Trusts & Other Financial Vehicles",2000,183,7614,$647616479,$85056
Labor Market Area,New York City Region,53,Real Estate and Rental and Leasing,2000,19861,115833,$5162436497,$44568
Labor Market Area,New York City Region,531,Real Estate,2000,18729,101324,$4413160158,$43555
Labor Market Area,New York City Region,532,Rental and Leasing Services,2000,997,11483,$387229406,$33722
Labor Market Area,New York City Region,533,"Lessors, Nonfinancial Intangible Assets",2000,135,3027,$362046933,$119606
Labor Market Area,New York City Region,54,Professional and Technical Services,2000,24454,312272,$24990031568,$80026
Labor Market Area,New York City Region,541,Professional and Technical Services,2000,24454,312272,$24990031568,$80026
Labor Market Area,New York City Region,55,Management of Companies and Enterprises,2000,931,51293,$7626046853,$148676
Labor Market Area,New York City Region,551,Management of Companies and Enterprises,2000,931,51293,$7626046853,$148676
Labor Market Area,New York City Region,56,Administrative and Waste Services,2000,8019,207649,$7180092066,$34578
Labor Market Area,New York City Region,561,Administrative and Support Services,2000,7745,202005,$6965895596,$34484
Labor Market Area,New York City Region,562,Waste Management and Remediation Service,2000,274,5644,$214196470,$37951
Labor Market Area,New York City Region,61,Educational Services,2000,2358,106253,$3805683751,$35817
Labor Market Area,New York City Region,611,Educational Services,2000,2358,106253,$3805683751,$35817
Labor Market Area,New York City Region,62,Health Care and Social Assistance,2000,16764,477569,$16704251521,$34978
Labor Market Area,New York City Region,621,Ambulatory Health Care Services,2000,12708,113593,$4545084929,$40012
Labor Market Area,New York City Region,622,Hospitals,2000,79,154852,$7175719319,$46339
Labor Market Area,New York City Region,623,Nursing and Residential Care Facilities,2000,943,70991,$2122451892,$29897
Labor Market Area,New York City Region,624,Social Assistance,2000,3035,138133,$2860995381,$20712
Labor Market Area,New York City Region,71,"Arts, Entertainment, and Recreation",2000,3886,54864,$2702261795,$49254
Labor Market Area,New York City Region,711,Performing Arts and Spectator Sports,2000,3018,30973,$2082572237,$67238
Labor Market Area,New York City Region,712,"Museums, Parks and Historical Sites",2000,142,10400,$353029357,$33945
Labor Market Area,New York City Region,713,"Amusement, Gambling & Recreation Ind",2000,727,13491,$266660201,$19766
Labor Market Area,New York City Region,72,Accommodation and Food Services,2000,13396,195251,$4559793128,$23353
Labor Market Area,New York City Region,721,Accommodation,2000,462,39144,$1537021830,$39266
Labor Market Area,New York City Region,722,Food Services and Drinking Places,2000,12934,156107,$3022771298,$19363
Labor Market Area,New York City Region,81,"Other Services, Ex. Public Admin",2000,27405,135047,$3938408737,$29163
Labor Market Area,New York City Region,811,Repair and Maintenance,2000,3870,16856,$431445574,$25596
Labor Market Area,New York City Region,812,Personal and Laundry Services,2000,7562,41025,$964969364,$23521
Labor Market Area,New York City Region,813,Membership Organizations & Associations,2000,4896,60563,$2262968396,$37366
Labor Market Area,New York City Region,814,Private Households,2000,11078,16604,$279025403,$16805
Labor Market Area,New York City Region,953,Local Government,2000,108,440301,$19730438875,$44811
Labor Market Area,New York City Region,99,Unclassified,2000,3700,7497,$206724959,$27574
Labor Market Area,New York City Region,0,"Total, All Industries",2000,210346,3605980,$213122825176,$59103
Labor Market Area,New York City Region,1,"Total, All Private",2000,209971,3056860,$188168537935,$61556
Labor Market Area,New York City Region,95,"Total, All Government",2000,375,549120,$24954287241,$45444
Labor Market Area,New York City Region,951,Federal Government,2000,147,66700,$3220789529,$48288
Labor Market Area,New York City Region,952,State Government,2000,120,42119,$2003058837,$47557
